title,review,rating,date,label
Produto original e Conforme descrição,O celular feio lacrado e é original verão global da Xiaomi. O produto é incrível é até o momento não apresenta nenhuma falha.,5.0,30/03/2021,Good
Chegou antes do prazo ... muito obrigado,Chegou bem antes do prazo ... Vou testar e se o produto for bom vou pegar mais um ... parabéns e sucesso ao vendedor.,5.0,19/11/2019,Good
Ótima compra,"Entrega realizada antes do prazo estabelecido, celular excelente.",5.0,8/08/2020,Good
Boa compra,Vale a pena a aquisição! Produto veio muito bem embalado! Espero que dê tudo certo,5.0,21/01/2020,Good
Ótimo produto,O produto chegou muito antes do prazo (2 dias no Rio de Janeiro). Estou 100% satisfeito.,5.0,2/12/2020,Good
Show!,"Excelente, celular atendeu e superou minhas expectativas.",5.0,15/08/2020,Good
Top,"Produto otimo, veio com a nota fiscal,tudo intacto! Perfeito! Chegou antes do prazo de entrega!",5.0,10/06/2020,Good
ótimo custo-benefício,"superou as expectativas. Qualidade das câmeras e da tela muito boas, processamento bem rápido e muita bateria..",5.0,19/12/2019,Good
Ótimo custo benefício,"Melhor celular que já tive de longe, no geral ele é excelente e atende bem demais nessa faixa de preco.",5.0,29/03/2020,Good
Celular é bom,"Comprei para minha mãe e por enquanto ela não tem do que reclamar, pelo custo benefício é um aparelho ótimo.",5.0,9/01/2020,Good
Atendeu minha expectativa.,"Foi um presente pro meu filho,e ele está super satisfeito com o telefone.",5.0,10/09/2020,Good
Qualidade do Produto,Satisfeito com a aquisição. Entrega antes do programado.,5.0,5/02/2021,Good
Qualidade com custo beneficio,"Comprei pra minha esposa, mas gostaria de ficar com ele. Ė muito bom e tem um ótimo custo benefício.",5.0,4/03/2020,Good
top demais e ótimo custo benefício,muito bom kkkkk comprei faz tempo e esqueci de fazer a avaliação sksksksk,5.0,23/02/2021,Good
Estou satisfeito,Produto de qualidade e chegou antes do esperado.,5.0,18/04/2020,Good
Nota 1.000,"Maravilhoso, recomendo NÃO TRAVA só por isso já vale",5.0,19/03/2020,Good
Muito bom,O produto chegou antes do prazo estipulado e o que chegou estava fiel ao anúncio.,5.0,26/09/2020,Good
Excelente,Produto superou as minhas espectativa...E o prazo chegou antes do combinado,5.0,18/04/2021,Good
Muito bom,"Realmente vale cada centavo, câmera maravilhosa, bom espaço na memoria e leitor de digital reconhece sem problemas.",5.0,29/09/2020,Good
Ótimo custo benefício,Chegou bem rápido e o celulare é ótimo. Já estou usando a um mês e até agora estou bem satisfeito,5.0,25/01/2020,Good
Ótimo,O celular é muito bom. Realmente por esse preço não tem melhor! E chegou uma semana antes do prazo prometido,5.0,7/03/2020,Good
Sensacional...,"Lindo aparelho, gostei muito, principalmente a cor e o estilo, entrega muito rápida, bem antes do prazo...",5.0,21/11/2019,Good
A melhor relação custo benefício,Velocidade e qualidade do metarial,5.0,23/06/2021,Good
Entrega rápida,"Entrega rápida, o produto veio superior ao pedido solicitado Versão global como nas especificações do vendedor.",5.0,17/12/2019,Good
Excelente compra!!!!,O produto superou todas nossas expectativas. Além de ter chegado antes da data prevista ainda veio com película protetora. Super recomendo a loja.,5.0,17/03/2020,Good
Excelente custo benefício,melhor custo benefício do mercado.,5.0,17/04/2020,Good
"Bom celular, peça pela câmera.","Não me agradei com a câmera, porém condiz com o anúncio, tudo dentro dos padrões.",5.0,27/08/2021,Good
Gostei e recomendo,"O produto é incrível, de muita qualidade e chegou com a embalagem intacta. Chegou antes do previsto!",5.0,13/03/2020,Good
Celular muito bom!,"Apesar de demorar muito a entrega, acredito que culpa dos correios, o celular é muito bom!",5.0,22/06/2020,Good
Atendimento excelente,"Excelente produto, não tenho do que reclamar, entrega super rápida, parabéns aos vendedores",5.0,1/09/2020,Good
Xiaomi,Muito satisfeito chegou antes do prazo e tudo certinho verçao global muito bom recomendo muito,5.0,13/06/2020,Good
Xiaomi top,"Muito bom mesmo! O único problema que eu tive foi com os correios, mas a comunicação com  o pessoal da loja é rápido!",5.0,28/12/2020,Good
Entrega super rápida.,"Entrega muito rápida,Maravilhoso sem dúvidas melhor que o iPhone, Obrigada Amazon vocês são demais.",5.0,21/02/2020,Good
Chegou perfeito,"O único ponto negativo no meu caso, foi o carregador que veio padrão chinês, mas com um adaptador fica sem problema.",5.0,20/11/2019,Good
Top d+,"Celular muito bom! Roda tudo que tem na Playstore, câmera muito boa! Tudo muito ótimo pelo preço!",5.0,2/02/2020,Good
Produto de excelente qualidade,"Produto com alta performance, custo benefício 9/10",5.0,26/03/2020,Good
Compra Confiável,"Entrega super rapida, vendedor tirou todas as duvidas, atendimento excelente, ótima compra Recomendo.",5.0,6/02/2020,Good
Produto Incrível,"O produto é maravilhoso, mas demorou de mais. Sugiro que vocês verifiquem a reputação da transportadora antes de comprar.",4.0,3/12/2019,Good
Insatisfeito,O celular tem um problema no sistema que as vezes tem comandos involuntários!!!,2.0,18/01/2020,Bad
Aprovado,"Gostei muito , bem lindo e com ótimas funcionalidades.",1.0,12/11/2019,Bad
Custo beneficio ok! Camera 👎🏻,Celular excelente e bem rapido porém a camera decepciona.... Mas pelo prečo ainda é um otimo custo benefício...,4.0,24/01/2020,Good
Ótimo,"O celular cumpre o que promete.Chegou funcionando perfeitamente,",5.0,24/06/2020,Good
Excelente,"Encelente produto, chegou na minha casa dentro de 4 dia, entrega super rápida estão de parabéns 🤝🤝🤝",5.0,23/02/2020,Good
Custo benefício,Acho o celular muito bonito. O custo benefício foi ótimo.Vem sem fones de ouvido,5.0,24/12/2020,Good
Ótimo telefone,"Ótimo telefone, bateria dura 2 dias, tela gigante e de ótima resolução, além disso, tem camera macro e camera de 48mp",5.0,11/12/2019,Good
Ótimo custo-benefício,É um excelente produto. Loja rápida e confiável. Atendeu todas as minhas expectativas!!! Recomendo!!!,5.0,1/03/2020,Good
Sensacional,"Super recomendo, bateria de longa duração, câmera ótima. Tudo muito maravilhoso.",5.0,29/10/2020,Good
Excelente escolha,"Celular excelente, fotos perfeitas, não trava e a bateria tem uma ótima duração.",5.0,12/03/2021,Good
Otimo,Otimo,5.0,1/03/2020,Good
Melhor do que esperava,"O Celular está ótimo!O padrão de carregador veio correto, muito atencioso o vendedor também!",5.0,25/08/2020,Good
Qualidade na entrega e produto,"Excelente produto e o vendedor é super atencioso. Produto chegou montem 09/12, uma semana após a compra.",5.0,10/12/2019,Good
Celular atende todas as expectativas.,TOP TOP TOP.....muito bom....veio bem embalado e sem nenhum contratempo. Entrega rápida.,5.0,1/07/2020,Good
Um ótimo custo-benefício!! Recomendo demais esse aparelho. A Miui é fantástica.,"O aparelho é fantástico. Recomendo bastante. Possui uma tela muito grande, o que, para o meu ponto de vista, é positivo.",5.0,7/12/2019,Good
Otima compra!,"Bom o aparelho é muito bom, uso todo dia, toda hora as fotos são excelentes, boa qualidade recomendo!",5.0,29/02/2020,Good
Ótimo produto! Recomendo a todos!,"Chegou antes do prazo, o atendimento do vendedor é excelente! E o produto maravilhoso!",5.0,5/06/2020,Good
"Excelente vendedor, produto excepcional!","Vendedor super atencioso, entrega antes do prazo, fora que vê muito bem embalado. Nota 10. E o produto é excelente, super recomendo, tanto pelo preço como pela qualidade. Recomendo.",5.0,9/12/2019,Good
O pedido chegou corretamente,"Ótimo produto, chegou tudo certo! Só faltou ser carregador no padrão brasileiro",5.0,28/03/2020,Good
Compromisso com Cliente..,Parabéns Excelente Vendedor...Produto muito bom chegou antes do Prazo Recomendo 100% 👍🏼👍✌️,5.0,13/06/2020,Good
Chegou rápido,"Gostei muito, chegou rápido, pedi no sábado, chegou na quarta. Celular lindo, e o carregador veio certinho.",5.0,5/03/2020,Good
Produto bom no que promete,"O celular é muito bom no que promete, estão gostando bastante desde que comecei usar!",4.0,24/05/2020,Good
bateria dura muito,"a bateria dura muito mesmo usando o zap o dia todo, a camera eh incrivel. aparelho fabuloso.",5.0,3/02/2020,Good
Bom celular,Gostei. É bem prático. Recomendo.,5.0,27/12/2021,Good
Perfeito pro dia a dia e não te deixa não caso você seja um usuário mais exigente.,"Melhor custo benefício em um smartphone que já fiz até hoje! Muito satisfeito, super recomendo",5.0,10/02/2020,Good
Excelente,"Celular muito bom!! Câmera ótima, bateria dura muito!!! Otimo custo benefício. Recomendo.",5.0,20/06/2020,Good
ótimo,prazo certo e tudo certo com produto. muito bom,5.0,7/07/2020,Good
Vale a pena,Bom custo x benefícios.Bom acabamento.Bons recursos.Surpreendeu.,4.0,20/12/2019,Good
Melhor custo benefício,"Produto maravilhoso, chegou antes do prazo,tudo certinho além de lindo é um celular sensacional...super recomendo!",5.0,26/11/2019,Good
MUITO BOM,MINHA ESPOSA GOSTOU MUITO DO APARELHO COMPRARIA OUTRO!!,4.0,4/02/2021,Good
redmi note 8,Celular excelente! Sem comparação. Muito bom e roda os jogos que desejo,5.0,8/09/2020,Good
Custo benefício excelente.,Daqui pra frente só terei celular da Xiaomi. Mto bom e preço acessível.,5.0,10/09/2020,Good
Primeiro Xiaomi,"Sai de um Iphone 6s, para este telefone, e estou totalmente satisfeito.",5.0,22/09/2020,Good
Superou as expectativas!,"Telefone muito rápido e com uma excelente interface. A Câmera surpreendeu, não esperava um telefone com esse valor e com a qualidade que tem. Sem dúvidas melhor custo-benefício.",5.0,29/02/2020,Good
Quando será feita a devolução do dinheiro pago?,Quando será feita devolução do dinheiro? O aparelho já está com a Mundial Star.,2.0,6/10/2020,Bad
Aparelho Top configurações muito boa e preço sensacional,"Aparelhaço muito bom mesmo,  só que o melhor foi a entrega sensacional de apenas 1 dia da comprá ... Excelente",5.0,24/01/2020,Good
ótimo aparelho de custo benefício,"fiz o pagamento dia 03/02  de manha e chegou 05/02 muito rapido e veio lacrado. a cor preta é muito lindaaa,",5.0,6/02/2020,Good
Otimo produto,"Custo x benefício muito bom. Bateria dura o  dia inteiro, mesmo usando o whatsapp o dia inteiro.",4.0,31/03/2020,Good
Melhor custo benefício,"O celular chegou bem depressa, é um excelente produto com bons recursos. Bateria dura bastante!",5.0,26/01/2020,Good
custo-benefício,"Ótimo custo-benefício, ótima câmera, celular muito rápido, design muito bom também, sem falar na rapidez da entrega.",5.0,12/12/2019,Good
O melhor celular,"Celular atendeu todas as minhas expectativas, e chegou em apenas 5 dias contando sábado e domingo...",5.0,1/03/2020,Good
Produto e Pedido,"Muito bom , minha avó adorou. Chegou em tempo e com tudo dentro dos parâmetros.",5.0,3/09/2020,Good
Bom custo benefício.,A duração da bateria é muito boa. A qualidade das fotos acho um pouco duvidosa.,4.0,20/04/2021,Good
Celular,"O celular e muito bom , a bateria dura bem , chegou antes do prazo . 🥰 eu amei",5.0,5/01/2021,Good
Sensacional,"Produto maravilhosooooo. Já era usuária da marca, comprei para o meu filho. Top",5.0,6/11/2020,Good
Excelente,"Celular rápido, não trava.E a loja Difertronic tem um excelente atendimento, super indico.",5.0,30/01/2020,Good
"Muito bom o celular, pode comprar sem medo","A bateria poderia ser um pouco melhor, mas o resto é muito bom, melhor custo benefício.",5.0,13/02/2020,Good
Muito Bom!,Chegou bem antes do prazo. Cumpre tudo que é anunciado. Celular muito bom. Recomendo.,5.0,2/08/2020,Good
Melhor custo benefício !,"Gostei muito do desempenho do celular, após um mês roda lisinho, ótimo custo benefício",5.0,9/04/2020,Good
carregador,A única coisa ruim é que o carregador não é o padrão aqui do Brasil. Nada que um adaptador não resolva!,5.0,27/03/2020,Good
A Nota Fiscal do produto?,Falta a A Nota Fiscal do produto,3.0,14/10/2021,Neutral
Excelente!!!,"Ótimo produto. Fornecedor excelente, enviou o celular antes do prazo e veio com a NF certinho. Super recomendo.",5.0,30/01/2020,Good
NÃO COMPREM,Veio com um carregador estilo EUA?????????Vou ter que gastar mais 80 reais comprando carregador original,2.0,18/02/2021,Bad
Recomendação,"Amei essa aparelho ele é muito lindo e poderoso tento em processador e câmeras, recomendo muito!!!!....",5.0,8/12/2019,Good
Celular maravilhoso,"Estou amando o meu Xiaomi, fora que a 🔋 bateria é excelente e dura muito.😻♥️♥️",5.0,21/05/2020,Good
Ótimo atendimento,"Perfeito celular, e também a vendaComprei em um dia no outro eu já está a com ele",5.0,5/03/2020,Good
Compra confiável! Chegou antes do prazo 5 dias úteis,"Comprei dia 9 de Fev e chegou dia 15 de Fev. Veio de brinde uma Capinha preta, tudo lacrado. Tive um pequeno problema na entrega por conta dos CORREIOS. Mais vendedor deu suporte.",5.0,17/02/2020,Good
Entrega super rápida,"Excelente produto, entrega super rápida, não tenho do que reclamar, atendimento excelente",5.0,1/09/2020,Good
Muito bom,Excelente produto,5.0,23/02/2021,Good
ótimo produto,"excelente Smartphone, superou minhas expectativas, ate agora tem sido maravilhoso, com certeza vou comprar outro",5.0,22/01/2020,Good
Melhor custo benefício,"Custo beneficio muito bom. A tela um pouco diferente do que estamos acostumado, mas se adapta rápido .",4.0,2/02/2020,Good
Nota 10,"Amei o produto, chegou no Prazo correto com nota fiscal e ainda ganhei um mimo do vendedor, obrigado",5.0,27/02/2020,Good
"Vale manos q nota 2,5",Não sei se veio o aparelho original ele trava muito quando liga demora vários momentos até liberar todos os apps,3.0,4/01/2020,Neutral
Xiaomi,"Chegou a entrega super rápido,bem antes do previsto e qualidade maravilhosa do produto .",5.0,14/04/2020,Good
Ótimo valor e aparelho,Aparelho muito bom para quem está procurando um ótimo custo benefício. Estou amando o aparelho.,5.0,5/01/2020,Good
Produto de boa qualidade,Gostei muito do tamanho da tela e deveria haver um manual (ainda sou desse tempo) de instruções de uso.,5.0,7/03/2020,Good
Confiável,"Ótimo produto, loja está de parabéns.Sempre respondem, produto chegou antes do previsto",5.0,15/04/2020,Good
Carregador não é padrão brasileiro.,"Ótimo aparelho, só que o carregador não é o padrão brasileiro. Fora isso, não tive problemas.",4.0,15/04/2020,Good
Redmi note 8,Aparelho sensacional.,5.0,2/07/2021,Good
Chegou antes do prazo. Aparelho lindo,Produto lindo chegou antes do prazo .... vamos agora utilizar ver como funciona ne . Vendedor atencioso .,5.0,9/03/2020,Good
redmi,"A ENTREGA FOI MUITO RÁPIDA, PAGUEI NUMA SEGUNDA FEIRA A NOITE E CHEGOU QUINTA FEIRA DE MANHA.O APARELHO É LINDO!",4.0,9/12/2019,Good
Qualidade e preço otimo,"Custo benefício ótimo,vale muito o preço eu recomendo e o vendedor também chegou super rápido e DIREITO",5.0,7/03/2020,Good
"Ótimo celular, com uma entrega bem rápida..","Um ótimo celular, chego antes do prazo, entrega super rápida!! Quem comprar não vai se arrepender...",5.0,28/01/2020,Good
Vale a pena,"Bom cellular, dura bastante a bateria, 4 giga de memorial ram, roda bastante app simultaneos",4.0,8/06/2020,Good
Ótimo aparelho,É um ótimo aparelho para esta faixa de preço. A loja entregou o produto no prazo e sem problemas,5.0,23/03/2020,Good
Nota fiscal não veio.,"Gostei do celular, porém preciso saber sobre a nota fiscal que não veio junto, aguardo retorno.",5.0,2/03/2020,Good
Redmi note 8,"veio super rapido, atendeu todas as espectativas, super recomendo, melhor celular que ja tive",5.0,23/04/2021,Good
Ótimo vendedor ! Muito atencioso.,Gostei muito .Veio com tudo certinhoVendedor muito atencioso.Grata.,5.0,27/07/2020,Good
Adorei,Aparelho além de lindo é mto funcional....o tempo de duração da bateria é maravilhoso,5.0,10/07/2020,Good
Super recomendo!,Perfeito! Super recomendo. Efetuei a compra dia 16/02/2020 e chegou 3 depois. Tudo bem embalado com emissão de nota fiscal. Sem dúvidas melhor aquisição.,5.0,22/02/2020,Good
Top,Excelente usando a mas de 1 mês celular anterior moto G6 plus e falar uma coisa note 08 tem pra ninguém,5.0,4/12/2019,Good
Ótimo custo beneficio,A Xiaomi é uma das maiores sensações entre os entusiastas de tecnologia no Brasil.tecnologia de ponta,5.0,22/02/2020,Good
Bom produto,A camera é muito boa,5.0,23/02/2020,Good
Ótimo custo benefício.,Não gostei do padrão que veio da tomada e tenho dificuldades de encontrar película para a câmera traseira.,5.0,12/02/2020,Good
Excelente compra!,"O produto chegou certinho, como na descrição, e até antes do prazo. Recomendo!",5.0,3/12/2020,Good
Tudo certo,Adorei meu xiaomi note 8 chegou tudo certinho e dentro do prazo....muito obg🥰,5.0,14/02/2021,Good
Ótimo,"Superou as expectativas.Câmera ótima, bateria super durável, resistente.",5.0,10/04/2021,Good
Melhor custo-benefício,"Celular muito bom, bateria dura bastante, tem bastante memoria e não esquenta.",5.0,16/08/2020,Good
Muito bom!,Aparelho lindo! Chegou em perfeito estado! Porém achei um pouco pesado,5.0,28/01/2020,Good
Solicitação de nota fiscal,Boa noite...ótimo celular...porém recebi sem nota fiscal...preciso que me enviei a nota fiscal o quanto antes.,5.0,1/02/2020,Good
Bom,"Bom, não tive problema com a aparelho espero nunca ter...a única coisa que não me agradou foi o carregador não ser padrão BR, por isso quatro estrelas.",4.0,26/06/2020,Good
super confiavel,"100% chegou dentro do prazo, embalado corretamente funcionando tudo perfeito recomendo o site e o vendedor.",5.0,3/01/2020,Good
Aparelho ótimo,"Comprei esse aparelho para minha esposa, ela amou. Custo benefício ótimo. A entrega super rápida. Recomendo.",5.0,16/12/2019,Good
Nota 10,"Além do produto ser excelente, e estar num ótimo preço, recebi muito antes do prazo de entrega.",5.0,1/01/2020,Good
excelente produto.,"Aparelho muito bom. Não trava, câmera excelente e a duração da bateria também é excelente.",5.0,6/02/2020,Good
Celular TOP,"este celular além de lindo eh muito bom mesmo, chegou em perfeito estado, super recomendo.",5.0,4/01/2020,Good
Tela amarela,Bem embalado chegou vinte dias antes do previsto tudo okk mas a tela não parece original pois não está branca parece que já foi trocada fica meio amarelada esse o ponto negativo,3.0,28/02/2020,Neutral
Nota 10,Muito bom. Custo benefício que vale a pena. E o melhor: chegou SUPER RÁPIDO. 1 semana apenas.,5.0,31/01/2020,Good
Excelente experiência,O produto é muito bom. Ótimo custo benefício. A compra chegou no 1° dia previsto. Ótimo atendimento,5.0,28/02/2020,Good
"Melhor celular, melhor marca","Amei o meu celular, a bateria dura muito a qualidade das fotos e o processamento é maravilhoso.Super recomendo!",5.0,11/12/2019,Good
Excelente escolha,"Excelente aparelho, muito bonito e perfeito funcionalmente. Muito bom o custo benefício. As câmeras são maravilhosas",5.0,18/12/2019,Good
Ótimo produto,"Produto ótimo, chegou em um domingo. Estava totalmente despreocupado aí chegou. Na tem coisa melhor que uma surpresa",5.0,2/12/2019,Good
bom celular,carregador nao vem padrao br,4.0,4/02/2020,Good
Atendimento e entrega ótimo,Só não gostei da película chegou quebrada e o fone de ouvido que não é incluso.No más tudo ótimo,5.0,26/03/2020,Good
Camera ótima,Ótimo aparelho ... Estou gostando bastante.,5.0,19/01/2020,Good
Muito boom,"O celular chegou antes do prazo e veio em perfeitas condições.O aparelho é muito bom, realmente vale a pena",5.0,8/01/2020,Good
Boa compra,Chegou antes do prazo. Tudo bem e embalado. E aparelho muito bonito . E pelo pouco que usei parece ser muito bom.,5.0,20/11/2019,Good
Empresa Nota 10,"Só agradecer , entrega antes do prazo, celular nota 10, tudo certinho recomendo, Gratidão 😁",5.0,17/04/2020,Good
Ótimo,"Ótimo produto, excelente vendedor, chegou no prazo de 24 horas! Muito bom!!!",5.0,1/06/2020,Good
BOM,"O Celular é muito bom, me surpreendeu.Produto não vem com nota fiscal ,também não enviam por email.",4.0,15/01/2020,Good
Excelente loja e produto,"Ótimo produto, chegou em sete dias úteis e ainda mandaram um fone e uma película além do celular. Excelente loja.",5.0,20/11/2019,Good
Produto muito bom atendeu as espectativas,Produto excelente superou expectativas.,5.0,24/04/2021,Good
Satisfeito com a compra,"Um ótimo celular e teve um envio super rápido, gostaria de saber sobre a nota do produto.",5.0,8/06/2020,Good
Sensacional,"Sensacional custo benefício, câmera top, celular não trava, maravilhoso",5.0,23/01/2020,Good
Note 8 só o filé!,"Esse smartphone é muito bom, bateria boa, cameras são muito boas. Não tenho do quer reclamar!",5.0,8/02/2020,Good
Entrega antes do prazo,O produto é ótimo. E chegou bem antes do prazo que estava definido para a entrega .,5.0,27/07/2020,Good
"Bom produto,  entrega demorada.","A entrega demorou (2 semanas), mas o produto chegou certinho.",5.0,6/03/2021,Good
Entrega espetacular,"Excelente equipamento e ENTREGA EXTREMAMENTE RAPIDA, recebi o produto 10 dias antes do previsto. Estou maravilhada!!!",5.0,8/12/2019,Good
Muito bom,"Ainda nao usei todos os recursos da camera. Mas no geral, é otimo o aparelho. Custo benefício super ok.",5.0,29/02/2020,Good
Adorei o produto. Excelente,"Muito bom, lindo, excelente funcionamento. Nao tenho do que reclamar.",5.0,12/11/2020,Good
O funcionamento é rápido ! Execução de tarefas !,Gostei do design e da rapidez ! Em uso bateria dura menos de um dia !,4.0,20/09/2021,Good
Entrega rápida,Entrega foi rápida mesmo em tempo de pandemia. Bem antes do prazo. Produto muiyo bom.,4.0,4/07/2020,Good
Excelente custo benefício,"Realmente vale o custo benefício, bateria dura muito e ele é bem rápido, não deixa nada a desejar.",5.0,2/03/2020,Good
Surpreendente,Superou as expectativas das avaliações que eu havia lido sobre o produto. Muito bom mesmo.,5.0,28/04/2020,Good
Impecacél!,"Já tive um Xiaomi Redmi antes e não troco mais por nada essa marca, meu amorzinho demais mesmo!!",5.0,16/01/2020,Good
Super indico,"Gostei demais do aparelho..Câmeras boa, design lindo e chegou dentro do prazo 😁😄😄",5.0,16/06/2020,Good
Ótimo,"Aparelho muito bom, as câmeras frontais excelentes com ótimos recursos a de self não é muito boa. Valeu a compra.",4.0,18/12/2019,Good
Excelente produto e atendimento,"Celular com ótimo custo benefício, chegou rapidamente e quando ocorreu dúvidas o vendedor respondeu prontamente.",5.0,12/01/2020,Good
Melhor bateria,Excelente aparelho. Câmera ótima e a bateria dura três dias msm se eu assistir vídeos ou ouvir música.,5.0,4/01/2020,Good
"A compra chegou muito rápido, tudo bem embalado em perfeito estado. Super recomendo.",Por enquanto tudo funcionando perfeitamente. Para quem usava linha G da Motorola. Está perfeito,5.0,24/02/2020,Good
Recebimento do produto,"OláBoa tardeJá recebi o produto,em perfeito estado,Obrigado!!!!!!",5.0,5/03/2020,Good
Bom. Mas falta o NFC,Muito bom o produto. Porém queria com a tecnologia NFC. Porem não encontrei até o momento.,3.0,29/12/2019,Neutral
Bom custo beneficio,Nota fiscal veio de outro produto,4.0,5/02/2020,Good
Toop!!,Muito bomm!! Estou com ele a uns 5 meses e não tive problema nenhum até agr!!,5.0,10/09/2020,Good
Esse aparelho é incrível!,"Telefone maravilhoso, ótimo curto benefício. Chegou dentro do prazo estimado.",5.0,16/10/2020,Good
Produto excelente,"Aparelho excelente bateria dura muito, câmera excelente além de muito bonito!",5.0,29/07/2020,Good
Muito boooommmnm,O celular é incrível!!! O melhor que já tive.,5.0,23/09/2020,Good
Muito bom e entrega rápido,"Celular excelente, atendeu minha expectativas",5.0,10/11/2020,Good
Satisfeito,Produto muito bem entregue sem nenhum problema continue com seu excelente trabalho muito obrigado,5.0,7/03/2020,Good
Produto de qualidade,O produto é muito bom! Maravilhoso! Sem contar que a entrega chegou 2 semanas da data prevista! O meu chegou em 5 dias,5.0,29/11/2019,Good
Excelente,"Otimo custo beneficio, Ainda não tive tempo de analisar todas as câmeras mas a principal na opção 48m é expetacular.",5.0,26/11/2019,Good
Carregador não vem no padrão brasileiro,"O aparelho é ótimo e foi entregue antes do prazo nos Correios, só deixou a desejar o carregador que não veio no padrão brasileiro.",4.0,25/03/2020,Good
Custo-benefício,"Bom celular! Bom custo benefício. Chegou antes do prazo de entrega, vendedor responde rápido.",5.0,7/05/2020,Good
Xiaomi redmi note 8,"ótimo produto pelo custo dele, rápido na resposta, câmera boa e bateria dura bastante tempo",5.0,21/03/2020,Good
Excelente,Excelente aparelho recomendo! Feliz com  a escolha,5.0,22/07/2020,Good
EXCELENTE CELULAR,Ótima relação custo x beneficio. Celular com boa capacidade de memória e velocidade. Excelente. Recomendo.,5.0,9/01/2020,Good
Não é resistente a agua,"Produto ótimo, só tem que ter cuidado ao EXTREMO com água, tirando isso, é um ótimo custo benefício.",5.0,13/02/2020,Good
muito bom sem palavras,"muito bom o celular , nao tive nenhum ploblema",5.0,23/01/2020,Good
Produto de otima qualidade,"Amei o produto, câmera maravilhosa deixa as fotos perfeitas, bateria dura muito uns 3 dias",5.0,26/12/2019,Good
Gostei,Custo benefício muito bom.,5.0,20/12/2019,Good
Maravilhoso,"Já comprei 3, sendo um de cada cor. Toda a minha família está usando algum celular da Xiaomi.",5.0,23/03/2020,Good
Faltou compreensão.,"O aparelho é muito bom, pena que o vendendor não foi compreensívo.",5.0,5/08/2020,Good
Excelente!!!,Ótimo aparelho. Uma das melhores compras que já fiz.,5.0,19/03/2020,Good
Custo benefício vale a pena.,"Tenho pouco tempo com o produto, mas já tem me ajudado muito.Ótimo produto até aqui.",5.0,12/03/2020,Good
Ótima compra!,"Produto chegou em perfeito estado, um ótimo celular, meu namorado está gostando muito. Chegou no prazo.",5.0,21/01/2020,Good
Incrível,"Melhor celular que já tive, loja é ótima envio super rápido.",5.0,30/10/2020,Good
Ótimo produto e entrega rápida,"Produto chegou muito rápido e em otimas condições, com nota fiscal e tudo. Bom vendedor. Recomendo 👍",5.0,24/03/2020,Good
PERFEITO,Um dos melhores celulares que ja tive,5.0,25/05/2021,Good
Sensacional,"Ótimo produto, qualidade extremamente superior comparado com seus principais concorrentes, celular sensacional",5.0,4/01/2020,Good
Satisfeito,"Comprei na black Friday, comparado com o iPhone é muito mais barato e muito melhor. Não tenho do que reclamar.",5.0,3/01/2020,Good
Rápido,Entrega super rápida. Chegou em 2 dias úteis. Vendedor atencioso. Produto chegou em Excelente estado. Recomendo demais!,5.0,17/11/2019,Good
Muito Bom!,Adorei!!Camera muito boa com várias opções.veio super rápido 2 dias úteis.Veio tudo certinho e ainda ganhei uma capinha 🤩,5.0,5/11/2020,Good
Ótimo Produto ✨,"Produto de qualidade, chegou em tempo estimado e o atendimento do vendedor é ótimo.",5.0,28/05/2020,Good
Satisfação total,"Estou muito satisfeito com o produto e o prazo de entrega, chegou muito rápido e é um produto de muita qualidade",5.0,15/11/2019,Good
Câmera,"A câmera frontal é muito ruim, porém isso é compensado pela câmera traseira.",4.0,26/08/2020,Good
Carregador não compatível,"Ótimo produto entrega rápida mas, o carregador não veio no padrão brasileiro",5.0,7/03/2021,Good
O processamento,"Gostei da velocidade de processamento, não gostei da insistência do dual app",4.0,8/10/2021,Good
Ótima câmera,O produto chegou no prazo. Possui ótima câmera e uma boa duração de bateria.,5.0,16/09/2020,Good
Boa,"Xiaomi sendo xiaomi, sobre a loja, chegou rápido e tudo dentro dos conformes",5.0,15/06/2021,Good
Gostei!!,Produto veio bem embalado. É de ótima qualidade e acompanha até uma capinha.,5.0,18/02/2021,Good
"Produto perfito, serve perfeitamente para as minhas necessidades!!!","Amei a câmera, quantidade de gigas de armazenamento, designer e desempenho!!!!!",5.0,13/03/2021,Good
Ótimo custo-benefício,Gostei do design e do desempenho do processador. Mas o grande diferencial é a câmera. Muito boa!,5.0,7/03/2020,Good
Ótimo,"Celular muito bom, e chegou muito rápido coisa de 4 dias após a confirmação do pagamento, ótimo vendedor, recomendo",5.0,26/11/2019,Good
Ótimo produto,Produto ótimo único ponto negativo é que não veio NF no meu e o fone que não vem...,5.0,8/06/2020,Good
Òtimo desempenho,"è um ótimo apaerlho com câmera boa, bateria dura bastante e tem diversos recursos.",5.0,17/02/2020,Good
celular xiaomi redmi note 8,celular top muitas funçoes e muita qualidade,5.0,30/11/2020,Good
redmi note 8 bom custo beneficio,"celular tem bom custo beneficio, poderia ser um pouco menor e mais leve, e não veio com manual de uso.",5.0,24/01/2020,Good
Ótimo custo-benefício,"Até agora não tive nenhum problema com o celular, bem acabado e eficiente, cumpre o que promete.",5.0,10/12/2019,Good
Note 8,Excelente,5.0,2/09/2020,Good
Valeu ... chegou antes do prazo ...,"Fui pego na alfândega,  mas a loja pagou .. gostei...",5.0,6/12/2021,Good
